merchant_id,merchant_name,merchant_address,merchant_email,merchant_phone
598,Adebayo Ibrahim Stores,"52 Awolowo Road, Kaduna",adebayo.ibrahim98@mail.com,+234726273392
599,Suleiman Usman Supermarket,"44 Ikorodu Road, Port Harcourt",suleiman.usman99@mail.com,+234733140075
600,Emeka Nwankwo Ventures,"213 Ahmadu Bello Way, Kaduna",emeka.nwankwo100@mail.com,+234739128188
601,Chinedu Nwankwo Supermarket,"124 Awolowo Road, Abuja",chinedu.nwankwo101@mail.com,+234721264412
602,Yakubu Bello Distribution Ltd,"212 Broad Street, Enugu",yakubu.bello102@mail.com,+234739065986
603,Emeka Usman Global Ventures,"290 Ikorodu Road, Kano",emeka.usman103@mail.com,+234767008435
604,Chukwuemeka Usman Distribution Ltd,"260 Ikorodu Road, Port Harcourt",chukwuemeka.usman104@mail.com,+234762008806
605,Kelechi Ibrahim Supermarket,"292 Lagos Island Road, Kaduna",kelechi.ibrahim105@mail.com,+234769940165
606,Femi Balogun Global Ventures,"162 Ikorodu Road, Port Harcourt",femi.balogun106@mail.com,+234702843628
607,Emeka Balogun Ventures,"180 Lagos Island Road, Enugu",emeka.balogun107@mail.com,+234726164322
608,Femi Danladi Trading Co,"202 Lagos Island Road, Kaduna",femi.danladi108@mail.com,+234788756675
609,Tunde Nwankwo Supermarket,"148 Ahmadu Bello Way, Port Harcourt",tunde.nwankwo109@mail.com,+234719019173
610,Uche Nwankwo Trading Co,"273 Lagos Island Road, Kano",uche.nwankwo110@mail.com,+234771155175
611,Emeka Ademola Enterprises,"222 Broad Street, Port Harcourt",emeka.ademola111@mail.com,+234808990023
612,Ibrahim Usman Supermarket,"250 Broad Street, Abuja",ibrahim.usman112@mail.com,+234757584724
613,Kelechi Obi General Merchants,"222 Broad Street, Enugu",kelechi.obi113@mail.com,+234751787850
614,Emeka Danladi Trading Co,"250 Awolowo Road, Kano",emeka.danladi114@mail.com,+234712162128
615,Ibrahim Okafor Supermarket,"222 Awolowo Road, Enugu",ibrahim.okafor115@mail.com,+234734398490
616,Bola Okafor Stores,"120 Herbert Macaulay Way, Abuja",bola.okafor116@mail.com,+234772285267
617,Oluwaseun Bello Retailers,"183 Ahmadu Bello Way, Ibadan",oluwaseun.bello117@mail.com,+234789087566
618,Oluwaseun Ojo Global Ventures,"242 Allen Avenue, Ibadan",oluwaseun.ojo118@mail.com,+234770400604
619,Kelechi Danladi Enterprises,"165 Allen Avenue, Abuja",kelechi.danladi119@mail.com,+234765310339
620,Adebayo Nwankwo Stores,"221 Allen Avenue, Enugu",adebayo.nwankwo120@mail.com,+234709616721
621,Yakubu Ibrahim Distribution Ltd,"289 Ahmadu Bello Way, Kaduna",yakubu.ibrahim121@mail.com,+234730446583
622,Bola Obi Supermarket,"60 Ikorodu Road, Abuja",bola.obi122@mail.com,+234701349165
623,Chinedu Ademola Retailers,"136 Ahmadu Bello Way, Enugu",chinedu.ademola123@mail.com,+234774063226
624,Oluwaseun Danladi Retailers,"157 Ahmadu Bello Way, Abuja",oluwaseun.danladi124@mail.com,+234736078393
625,Adebayo Danladi Distribution Ltd,"256 Awolowo Road, Kano",adebayo.danladi125@mail.com,+234743538873
626,Tunde Usman Global Ventures,"35 Awolowo Road, Kaduna",tunde.usman126@mail.com,+234757190561
627,Oluwaseun Balogun Supermarket,"263 Ikorodu Road, Kano",oluwaseun.balogun127@mail.com,+234742568567
628,Abubakar Ademola Retailers,"242 Ahmadu Bello Way, Abuja",abubakar.ademola128@mail.com,+234706250892
629,Adebayo Nwankwo Enterprises,"119 Allen Avenue, Port Harcourt",adebayo.nwankwo129@mail.com,+234772996798
630,Yakubu Usman Distribution Ltd,"211 Awolowo Road, Lagos",yakubu.usman130@mail.com,+234784404862
631,Oluwaseun Danladi Stores,"124 Broad Street, Enugu",oluwaseun.danladi131@mail.com,+234785808491
632,Suleiman Bello Stores,"206 Ahmadu Bello Way, Enugu",suleiman.bello132@mail.com,+234704375213
633,Ibrahim Mohammed Supermarket,"128 Ahmadu Bello Way, Kano",ibrahim.mohammed133@mail.com,+234740197117
634,Adebayo Ojo Supermarket,"180 Ahmadu Bello Way, Abuja",adebayo.ojo134@mail.com,+234769313389
635,Oluwaseun Okafor Global Ventures,"191 Broad Street, Port Harcourt",oluwaseun.okafor135@mail.com,+234755874833
636,Emeka Nwankwo Ventures,"201 Broad Street, Abuja",emeka.nwankwo136@mail.com,+234782567744
637,Chinedu Obi General Merchants,"201 Allen Avenue, Kaduna",chinedu.obi137@mail.com,+234722945434
638,Ibrahim Okafor General Merchants,"256 Ahmadu Bello Way, Abuja",ibrahim.okafor138@mail.com,+234720340220
639,Emeka Ojo Global Ventures,"253 Herbert Macaulay Way, Enugu",emeka.ojo139@mail.com,+234782613629
640,Chinedu Okafor Retailers,"33 Herbert Macaulay Way, Kano",chinedu.okafor140@mail.com,+234712157214
641,Oluwaseun Ademola Distribution Ltd,"77 Herbert Macaulay Way, Port Harcourt",oluwaseun.ademola141@mail.com,+234765364816
642,Kelechi Ojo Enterprises,"229 Ahmadu Bello Way, Kano",kelechi.ojo142@mail.com,+234736252689
643,Bola Okafor Enterprises,"298 Awolowo Road, Port Harcourt",bola.okafor143@mail.com,+234711698428
644,Ibrahim Okafor Ventures,"88 Ahmadu Bello Way, Kano",ibrahim.okafor144@mail.com,+234768341606
645,Adebayo Usman Retailers,"63 Allen Avenue, Port Harcourt",adebayo.usman145@mail.com,+234756878382
646,Kelechi Akinyemi Ventures,"72 Lagos Island Road, Lagos",kelechi.akinyemi146@mail.com,+234760037666
647,Kelechi Ademola Distribution Ltd,"35 Allen Avenue, Port Harcourt",kelechi.ademola147@mail.com,+234741925772
648,Femi Danladi Retailers,"61 Ahmadu Bello Way, Port Harcourt",femi.danladi148@mail.com,+234794108767
649,Femi Ibrahim Retailers,"119 Awolowo Road, Kaduna",femi.ibrahim149@mail.com,+234763191091
650,Emeka Bello Global Ventures,"231 Ikorodu Road, Abuja",emeka.bello150@mail.com,+234757786779
651,Abubakar Mohammed Enterprises,"125 Ikorodu Road, Port Harcourt",abubakar.mohammed151@mail.com,+234793946667
652,Emeka Balogun Stores,"40 Awolowo Road, Abuja",emeka.balogun152@mail.com,+234743412719
653,Femi Akinyemi Distribution Ltd,"119 Ikorodu Road, Ibadan",femi.akinyemi153@mail.com,+234743758155
654,Ibrahim Mohammed Distribution Ltd,"105 Lagos Island Road, Lagos",ibrahim.mohammed154@mail.com,+234793167269
655,Emeka Obi Enterprises,"66 Lagos Island Road, Ibadan",emeka.obi155@mail.com,+234767546334
656,Yakubu Mohammed Distribution Ltd,"283 Ikorodu Road, Kano",yakubu.mohammed156@mail.com,+234728556062
657,Adebayo Obi Enterprises,"176 Herbert Macaulay Way, Kano",adebayo.obi157@mail.com,+234739430479
658,Chukwuemeka Ojo Trading Co,"105 Ikorodu Road, Kano",chukwuemeka.ojo158@mail.com,+234787255068
659,Tunde Danladi Ventures,"182 Herbert Macaulay Way, Kaduna",tunde.danladi159@mail.com,+234786391792
660,Uche Akinyemi Enterprises,"25 Herbert Macaulay Way, Kano",uche.akinyemi160@mail.com,+234777276131
661,Suleiman Okafor Ventures,"33 Lagos Island Road, Port Harcourt",suleiman.okafor161@mail.com,+234789928493
662,Tunde Ojo Distribution Ltd,"289 Awolowo Road, Kano",tunde.ojo162@mail.com,+234753993997
663,Kelechi Mohammed Stores,"110 Lagos Island Road, Port Harcourt",kelechi.mohammed163@mail.com,+234776727365
664,Emeka Mohammed Supermarket,"85 Herbert Macaulay Way, Abuja",emeka.mohammed164@mail.com,+234766137201
665,Suleiman Nwankwo Retailers,"19 Ikorodu Road, Enugu",suleiman.nwankwo165@mail.com,+234808350101
666,Ibrahim Balogun Enterprises,"64 Ahmadu Bello Way, Lagos",ibrahim.balogun166@mail.com,+234806349289
667,Adebayo Okafor Distribution Ltd,"173 Ikorodu Road, Kano",adebayo.okafor167@mail.com,+234773010421
668,Femi Balogun Enterprises,"12 Allen Avenue, Enugu",femi.balogun168@mail.com,+234776898178
669,Suleiman Danladi Ventures,"223 Broad Street, Lagos",suleiman.danladi169@mail.com,+234763330306
670,Ibrahim Nwankwo Distribution Ltd,"288 Awolowo Road, Kano",ibrahim.nwankwo170@mail.com,+234756536517
671,Ibrahim Bello Stores,"197 Awolowo Road, Kaduna",ibrahim.bello171@mail.com,+234759339070
672,Bola Bello Trading Co,"72 Lagos Island Road, Port Harcourt",bola.bello172@mail.com,+234747820228
673,Oluwaseun Eze Enterprises,"217 Awolowo Road, Kano",oluwaseun.eze173@mail.com,+234805832392
674,Chukwuemeka Okafor Distribution Ltd,"155 Awolowo Road, Lagos",chukwuemeka.okafor174@mail.com,+234743133144
675,Suleiman Mohammed Trading Co,"8 Allen Avenue, Port Harcourt",suleiman.mohammed175@mail.com,+234758803851
676,Adebayo Okafor General Merchants,"119 Herbert Macaulay Way, Lagos",adebayo.okafor176@mail.com,+234737960505
677,Suleiman Danladi General Merchants,"206 Allen Avenue, Kano",suleiman.danladi177@mail.com,+234740069076
678,Tunde Ademola Ventures,"44 Herbert Macaulay Way, Lagos",tunde.ademola178@mail.com,+234729625203
679,Yakubu Ademola Distribution Ltd,"67 Allen Avenue, Abuja",yakubu.ademola179@mail.com,+234704694175
680,Chukwuemeka Akinyemi Supermarket,"47 Broad Street, Enugu",chukwuemeka.akinyemi180@mail.com,+234727779115
681,Ibrahim Akinyemi General Merchants,"53 Lagos Island Road, Lagos",ibrahim.akinyemi181@mail.com,+234793594227
682,Yakubu Ojo Distribution Ltd,"62 Ahmadu Bello Way, Kaduna",yakubu.ojo182@mail.com,+234709991308
683,Abubakar Ademola Supermarket,"254 Awolowo Road, Kaduna",abubakar.ademola183@mail.com,+234753767626
684,Suleiman Bello Ventures,"208 Herbert Macaulay Way, Kaduna",suleiman.bello184@mail.com,+234754361998
685,Adebayo Obi Global Ventures,"16 Herbert Macaulay Way, Ibadan",adebayo.obi185@mail.com,+234744500344
686,Femi Nwankwo General Merchants,"225 Allen Avenue, Kano",femi.nwankwo186@mail.com,+234740337303
687,Tunde Okeke Retailers,"240 Ahmadu Bello Way, Abuja",tunde.okeke187@mail.com,+234755694914
688,Kelechi Okeke Trading Co,"276 Allen Avenue, Lagos",kelechi.okeke188@mail.com,+234739903762
689,Yakubu Okafor Ventures,"204 Ahmadu Bello Way, Kaduna",yakubu.okafor189@mail.com,+234721339101
690,Ibrahim Ojo Trading Co,"118 Broad Street, Enugu",ibrahim.ojo190@mail.com,+234746357389
691,Yakubu Akinyemi General Merchants,"110 Broad Street, Kaduna",yakubu.akinyemi191@mail.com,+234759795411
692,Chukwuemeka Balogun Trading Co,"37 Awolowo Road, Ibadan",chukwuemeka.balogun192@mail.com,+234708064138
693,Bola Ojo Stores,"111 Broad Street, Lagos",bola.ojo193@mail.com,+234708050838
694,Adebayo Ibrahim Stores,"294 Awolowo Road, Enugu",adebayo.ibrahim194@mail.com,+234790398102
695,Femi Usman Distribution Ltd,"215 Awolowo Road, Kano",femi.usman195@mail.com,+234736244247
696,Suleiman Mohammed Enterprises,"150 Lagos Island Road, Lagos",suleiman.mohammed196@mail.com,+234790570644
697,Chinedu Bello Global Ventures,"136 Ahmadu Bello Way, Lagos",chinedu.bello197@mail.com,+234751464952
698,Femi Danladi Distribution Ltd,"296 Lagos Island Road, Kaduna",femi.danladi198@mail.com,+234724716099
699,Oluwaseun Akinyemi Stores,"123 Ahmadu Bello Way, Port Harcourt",oluwaseun.akinyemi199@mail.com,+234745337093
700,Chinedu Bello Supermarket,"33 Lagos Island Road, Lagos",chinedu.bello200@mail.com,+234705935732
701,Suleiman Mohammed Supermarket,"179 Broad Street, Ibadan",suleiman.mohammed201@mail.com,+234800019292
702,Emeka Ademola General Merchants,"290 Broad Street, Lagos",emeka.ademola202@mail.com,+234730927585
703,Oluwaseun Bello Trading Co,"278 Allen Avenue, Abuja",oluwaseun.bello203@mail.com,+234717285671
704,Emeka Nwankwo Distribution Ltd,"124 Awolowo Road, Kaduna",emeka.nwankwo204@mail.com,+234734355813
705,Kelechi Mohammed Enterprises,"130 Lagos Island Road, Abuja",kelechi.mohammed205@mail.com,+234706686533
706,Bola Okafor Global Ventures,"202 Broad Street, Kaduna",bola.okafor206@mail.com,+234775701093
707,Chinedu Obi General Merchants,"287 Allen Avenue, Ibadan",chinedu.obi207@mail.com,+234808301900
708,Kelechi Balogun Retailers,"22 Ikorodu Road, Lagos",kelechi.balogun208@mail.com,+234751173908
709,Kelechi Ademola Stores,"16 Broad Street, Port Harcourt",kelechi.ademola209@mail.com,+234717953702
710,Suleiman Ojo Retailers,"85 Awolowo Road, Lagos",suleiman.ojo210@mail.com,+234721671271
711,Bola Balogun Enterprises,"100 Herbert Macaulay Way, Abuja",bola.balogun211@mail.com,+234783564000
712,Kelechi Okeke Stores,"252 Awolowo Road, Abuja",kelechi.okeke212@mail.com,+234722911743
713,Chinedu Mohammed Retailers,"205 Herbert Macaulay Way, Abuja",chinedu.mohammed213@mail.com,+234777146974
714,Suleiman Okeke Retailers,"48 Lagos Island Road, Kano",suleiman.okeke214@mail.com,+234795397822
715,Adebayo Usman Supermarket,"18 Ahmadu Bello Way, Kaduna",adebayo.usman215@mail.com,+234706823303
716,Adebayo Obi Distribution Ltd,"271 Allen Avenue, Abuja",adebayo.obi216@mail.com,+234728951049
717,Suleiman Akinyemi Retailers,"111 Ahmadu Bello Way, Port Harcourt",suleiman.akinyemi217@mail.com,+234766273828
718,Yakubu Balogun Ventures,"204 Awolowo Road, Lagos",yakubu.balogun218@mail.com,+234803393593
719,Chinedu Okeke Global Ventures,"13 Allen Avenue, Lagos",chinedu.okeke219@mail.com,+234769130832
720,Abubakar Ademola Trading Co,"124 Broad Street, Enugu",abubakar.ademola220@mail.com,+234737597992
721,Femi Danladi Distribution Ltd,"269 Herbert Macaulay Way, Kano",femi.danladi221@mail.com,+234725319779
722,Uche Obi Enterprises,"163 Ahmadu Bello Way, Kaduna",uche.obi222@mail.com,+234809053314
723,Chukwuemeka Ademola Retailers,"147 Broad Street, Abuja",chukwuemeka.ademola223@mail.com,+234808312697
724,Kelechi Eze Stores,"151 Ahmadu Bello Way, Ibadan",kelechi.eze224@mail.com,+234795279024
725,Emeka Ibrahim Retailers,"164 Awolowo Road, Port Harcourt",emeka.ibrahim225@mail.com,+234802860837
726,Chukwuemeka Mohammed General Merchants,"178 Awolowo Road, Kaduna",chukwuemeka.mohammed226@mail.com,+234756192931
727,Oluwaseun Akinyemi Stores,"245 Lagos Island Road, Abuja",oluwaseun.akinyemi227@mail.com,+234769143832
728,Bola Nwankwo Ventures,"213 Awolowo Road, Port Harcourt",bola.nwankwo228@mail.com,+234794994864
729,Suleiman Balogun Retailers,"252 Herbert Macaulay Way, Enugu",suleiman.balogun229@mail.com,+234742300304
730,Chukwuemeka Balogun Retailers,"3 Broad Street, Enugu",chukwuemeka.balogun230@mail.com,+234772244348
731,Chinedu Bello Distribution Ltd,"120 Awolowo Road, Abuja",chinedu.bello231@mail.com,+234725301693
732,Kelechi Eze Distribution Ltd,"207 Ahmadu Bello Way, Lagos",kelechi.eze232@mail.com,+234793521186
733,Abubakar Akinyemi Supermarket,"103 Herbert Macaulay Way, Lagos",abubakar.akinyemi233@mail.com,+234728214216
734,Yakubu Bello Distribution Ltd,"290 Awolowo Road, Port Harcourt",yakubu.bello234@mail.com,+234746073628
735,Uche Ibrahim Ventures,"171 Ahmadu Bello Way, Abuja",uche.ibrahim235@mail.com,+234795563913
736,Kelechi Danladi General Merchants,"218 Ikorodu Road, Port Harcourt",kelechi.danladi236@mail.com,+234787509913
737,Emeka Akinyemi General Merchants,"13 Lagos Island Road, Enugu",emeka.akinyemi237@mail.com,+234765222449
738,Bola Balogun Retailers,"168 Awolowo Road, Ibadan",bola.balogun238@mail.com,+234753177497
739,Suleiman Mohammed Retailers,"27 Broad Street, Enugu",suleiman.mohammed239@mail.com,+234713013873
740,Emeka Obi Distribution Ltd,"106 Lagos Island Road, Kaduna",emeka.obi240@mail.com,+234716464648
741,Chinedu Akinyemi Enterprises,"95 Ikorodu Road, Ibadan",chinedu.akinyemi241@mail.com,+234731654208
742,Bola Okeke Retailers,"25 Broad Street, Ibadan",bola.okeke242@mail.com,+234766075719
743,Uche Okeke Global Ventures,"211 Ikorodu Road, Kaduna",uche.okeke243@mail.com,+234715452423
744,Uche Usman Retailers,"55 Broad Street, Kano",uche.usman244@mail.com,+234721208755
745,Yakubu Danladi Enterprises,"67 Broad Street, Kaduna",yakubu.danladi245@mail.com,+234781684823
746,Abubakar Danladi Global Ventures,"294 Ahmadu Bello Way, Enugu",abubakar.danladi246@mail.com,+234727218702
747,Tunde Akinyemi General Merchants,"267 Broad Street, Lagos",tunde.akinyemi247@mail.com,+234701235704
